product_id,warehouse,city,stock
G0006,WH1,Phoenix,59
G0006,WH2,Chicago,39
G0061,WH1,Houston,72
G0061,WH2,Houston,48
F0019,WH3,Los Angeles,15
F0019,WH1,Houston,63
M0114,WH1,Phoenix,9
M0090,WH4,Houston,25
M0090,WH1,Houston,89
M0090,WH2,Houston,1
F0037,WH2,Los Angeles,20
F0037,WH3,Los Angeles,24
F0015,WH2,Los Angeles,27
F0015,WH3,Los Angeles,66
F0115,WH1,Houston,61
F0115,WH2,Los Angeles,71
F0115,WH3,Los Angeles,42
F0063,WH3,Los Angeles,51
G0110,WH3,Los Angeles,24
G0109,WH2,Houston,73
E0086,WH3,Los Angeles,23
E0086,WH4,Houston,45
E0086,WH2,Chicago,72
F0038,WH4,Phoenix,13
F0038,WH2,Houston,25
M0032,WH2,Los Angeles,52
M0032,WH4,Phoenix,82
M0032,WH1,Houston,35
F0109,WH1,Houston,65
E0030,WH3,Los Angeles,78
F0076,WH3,Los Angeles,0
F0076,WH1,Phoenix,3
E0072,WH4,Phoenix,42
E0072,WH3,Los Angeles,73
E0072,WH1,Houston,96
E0090,WH1,Houston,72
M0124,WH4,Houston,62
F0077,WH4,Houston,12
M0091,WH1,Phoenix,87
M0091,WH2,Houston,93
F0113,WH3,Los Angeles,23
E0062,WH4,Houston,78
E0057,WH2,Houston,43
F0028,WH1,Phoenix,3
E0016,WH3,Los Angeles,12
E0016,WH4,Phoenix,81
E0016,WH1,Houston,10
G0036,WH3,Los Angeles,35
G0036,WH2,Chicago,39
G0097,WH2,Chicago,24
G0093,WH3,Los Angeles,61
G0093,WH2,Los Angeles,71
M0067,WH2,Los Angeles,19
M0067,WH4,Houston,86
M0067,WH1,Houston,84
M0060,WH2,Los Angeles,4
M0033,WH1,Houston,18
M0095,WH4,Houston,10
F0050,WH4,Phoenix,87
F0050,WH2,Chicago,71
F0050,WH3,Los Angeles,77
G0043,WH4,Houston,14
G0043,WH3,Los Angeles,5
G0043,WH2,Chicago,35
F0067,WH3,Los Angeles,6
F0067,WH1,Houston,63
E0109,WH4,Houston,88
M0072,WH4,Houston,80
M0072,WH1,Houston,14
F0029,WH2,Los Angeles,9
E0092,WH2,Houston,39
M0006,WH3,Los Angeles,30
M0006,WH4,Phoenix,89
F0112,WH3,Los Angeles,2
F0112,WH4,Houston,75
G0106,WH2,Los Angeles,81
G0106,WH3,Los Angeles,32
M0018,WH4,Houston,25
M0018,WH2,Chicago,74
G0114,WH3,Los Angeles,67
F0074,WH1,Phoenix,61
F0074,WH4,Houston,58
F0074,WH2,Houston,0
F0082,WH4,Phoenix,65
F0082,WH2,Houston,20
F0082,WH1,Phoenix,18
E0056,WH2,Chicago,47
E0056,WH4,Houston,20
E0056,WH3,Los Angeles,33
E0101,WH2,Los Angeles,75
E0101,WH1,Houston,19
F0058,WH4,Houston,83
F0058,WH1,Houston,74
F0058,WH2,Houston,23
G0088,WH4,Phoenix,28
G0088,WH3,Los Angeles,91
M0088,WH4,Houston,82
M0088,WH2,Los Angeles,32
F0049,WH3,Los Angeles,2
G0117,WH3,Los Angeles,82
G0117,WH1,Phoenix,34
E0067,WH1,Phoenix,79
E0067,WH2,Chicago,92
