order_id,user_id,product_id,order_date,quantity
O0665,U0394,F0113,2023-02-11,3
O0666,U0037,G0095,2023-07-15,4
O0667,U0722,E0070,2023-04-22,1
O0668,U0470,M0089,2023-01-26,2
O0669,U0504,F0055,2023-09-22,1
O0670,U0750,M0017,2023-11-02,4
O0671,U0166,F0026,2023-05-30,1
O0672,U0264,E0095,2023-11-17,4
O0673,U0615,G0014,2023-05-29,2
O0674,U0861,G0063,2023-06-21,1
O0675,U0698,E0057,2023-12-16,4
O0676,U0238,F0002,2023-02-03,4
O0677,U0771,E0103,2023-07-02,3
O0678,U0501,G0017,2023-06-17,3
O0679,U0433,F0026,2023-09-02,2
O0680,U0577,E0123,2023-03-03,2
O0681,U0396,E0077,2023-10-22,3
O0682,U0715,G0036,2023-07-11,3
O0683,U0313,E0097,2023-01-16,4
O0684,U0319,F0093,2023-07-13,2
O0685,U0773,M0036,2023-10-30,3
O0686,U0517,F0019,2023-10-17,1
O0687,U0995,F0104,2023-06-14,3
O0688,U0926,E0047,2023-06-01,3
O0689,U0194,M0077,2023-09-25,3
O0690,U0849,M0043,2023-05-21,3
O0691,U0917,F0053,2023-08-15,1
O0692,U0880,M0013,2023-04-28,1
O0693,U0292,E0008,2023-08-31,1
O0694,U0421,G0046,2023-05-26,1
O0695,U0545,E0051,2023-06-01,4
O0696,U0411,E0057,2023-04-26,4
O0697,U0718,M0068,2023-05-30,4
O0698,U0787,E0100,2023-03-11,4
O0699,U0912,E0077,2023-06-16,2
O0700,U0336,G0054,2023-03-06,2
O0701,U0383,E0121,2023-04-19,4
O0702,U0166,E0096,2023-04-03,4
O0703,U0405,F0103,2023-04-22,1
O0704,U0569,G0011,2023-10-27,3
O0705,U0634,E0105,2023-02-24,4
O0706,U0880,M0056,2023-09-10,2
O0707,U0314,E0089,2023-06-16,1
O0708,U0104,M0090,2023-06-15,1
O0709,U0858,G0065,2023-12-12,4
O0710,U0477,F0075,2023-03-09,1
O0711,U0611,M0082,2023-11-04,2
O0712,U0796,E0026,2023-04-07,3
O0713,U0782,G0120,2023-08-30,4
O0714,U0868,M0004,2023-12-26,4
O0715,U0134,M0042,2023-12-28,1
O0716,U0247,G0102,2023-06-01,2
O0717,U0597,G0106,2023-04-05,2
O0718,U0579,G0029,2023-05-05,2
O0719,U0555,F0112,2023-08-24,2
O0720,U0365,M0079,2023-12-19,4
O0721,U0795,F0082,2023-11-27,1
O0722,U0369,F0118,2023-08-05,1
O0723,U0761,E0024,2023-06-11,1
O0724,U0981,M0047,2023-10-02,2
O0725,U0708,M0093,2023-07-07,3
O0726,U0059,E0087,2023-04-17,4
O0727,U0042,E0099,2023-11-05,4
O0728,U0697,E0034,2023-03-03,3
O0729,U0861,G0029,2023-01-20,3
O0730,U0958,G0116,2023-11-03,4
O0731,U0086,E0013,2023-01-03,1
O0732,U0955,G0057,2023-04-28,2
O0733,U0140,G0055,2023-02-03,1
O0734,U0889,E0100,2023-04-25,1
O0735,U0512,G0058,2023-02-16,4
O0736,U0491,F0019,2023-06-29,2
O0737,U0868,E0061,2023-05-06,2
O0738,U0167,E0119,2023-11-14,4
O0739,U0797,M0078,2023-06-23,1
O0740,U0387,E0038,2023-05-23,3
O0741,U0534,F0003,2023-04-22,2
O0742,U0424,E0089,2023-04-20,2
O0743,U0933,M0085,2023-10-02,3
O0744,U0984,M0002,2023-11-21,2
O0745,U0320,M0015,2023-12-21,3
O0746,U0193,F0109,2023-04-22,2
O0747,U0352,F0088,2023-12-05,2
O0748,U0110,M0002,2023-04-19,4
O0749,U0321,G0040,2023-07-15,1
O0750,U0474,M0102,2023-07-01,3
O0751,U0436,M0037,2023-09-25,3
O0752,U0850,M0123,2023-08-07,1
O0753,U0272,G0021,2023-09-16,3
O0754,U0054,M0073,2023-05-31,4
O0755,U0468,G0098,2023-04-17,4
O0756,U0085,M0079,2023-12-18,4
O0757,U0441,F0110,2023-08-24,4
O0758,U0586,G0049,2023-12-08,3
O0759,U0369,F0120,2023-05-26,3
O0760,U0634,F0018,2023-04-20,1
O0761,U0653,G0013,2023-08-20,4
O0762,U0187,F0050,2023-04-21,4
O0763,U0284,F0006,2023-04-25,2
O0764,U0822,G0026,2023-03-24,3
O0765,U0241,M0006,2023-08-03,1
O0766,U0690,F0027,2023-09-16,2
O0767,U0986,E0100,2023-05-08,3
O0768,U0343,M0053,2023-05-13,1
O0769,U0891,G0007,2023-02-19,2
O0770,U0045,G0094,2023-01-16,3
O0771,U0563,F0124,2023-02-25,1
O0772,U0083,F0029,2023-02-17,4
O0773,U0183,F0034,2023-11-22,4
O0774,U0911,F0029,2023-02-07,1
O0775,U0889,E0121,2023-02-17,2
O0776,U0155,G0103,2023-01-04,4
O0777,U0374,E0087,2023-09-12,4
O0778,U0071,M0017,2023-06-23,3
O0779,U0306,M0015,2023-10-04,4
O0780,U0564,F0101,2023-03-10,1
O0781,U0217,E0025,2023-03-08,4
O0782,U0644,F0029,2023-02-05,1
O0783,U0785,G0027,2023-01-27,3
O0784,U0385,M0025,2023-04-11,2
O0785,U0061,G0113,2023-10-09,2
O0786,U0942,M0111,2023-01-17,3
O0787,U0383,M0031,2023-10-20,2
O0788,U0264,F0013,2023-10-25,4
O0789,U0611,G0123,2023-08-23,4
O0790,U0902,F0096,2023-01-27,4
O0791,U0740,F0125,2023-09-29,2
O0792,U0682,F0123,2023-08-07,2
O0793,U0392,M0124,2023-03-11,3
O0794,U0175,E0043,2023-05-22,2
O0795,U0139,F0034,2023-10-30,4
O0796,U0956,F0017,2023-12-13,1
O0797,U0122,G0029,2023-08-09,4
O0798,U0973,E0045,2023-03-11,2
O0799,U0727,M0003,2023-05-12,4
O0800,U0292,G0058,2023-05-17,4
O0801,U0082,G0116,2023-06-25,3
O0802,U0995,E0009,2023-05-09,1
O0803,U0801,E0032,2023-05-24,3
O0804,U0246,F0109,2023-08-06,4
O0805,U0851,E0102,2023-06-05,1
O0806,U0291,F0046,2023-07-06,4
O0807,U0516,M0042,2023-10-25,3
O0808,U0622,M0103,2023-01-25,2
O0809,U0508,G0028,2023-03-07,2
O0810,U0372,G0119,2023-04-16,4
O0811,U0110,E0087,2023-04-14,1
O0812,U0816,F0096,2023-10-09,4
O0813,U0710,M0001,2023-04-20,3
O0814,U0821,M0017,2023-12-22,3
O0815,U0033,E0022,2023-06-04,1
O0816,U0329,M0121,2023-11-17,3
O0817,U0654,G0069,2023-01-07,4
O0818,U0902,E0084,2023-05-18,2
O0819,U0640,G0108,2023-06-30,2
O0820,U0403,E0038,2023-03-28,1
O0821,U0398,M0025,2023-08-02,3
O0822,U0167,M0049,2023-01-04,4
O0823,U0439,M0053,2023-07-30,2
O0824,U0513,E0026,2023-07-10,1
O0825,U0616,G0065,2023-12-16,2
O0826,U0883,G0044,2023-08-18,4
O0827,U0908,F0010,2023-01-20,1
O0828,U0665,E0117,2023-01-29,4
O0829,U0996,M0099,2023-01-03,2
O0830,U0010,F0090,2023-12-24,2
O0831,U0540,M0066,2023-05-13,4
O0832,U0316,M0101,2023-02-01,1
O0833,U0180,F0107,2023-01-25,1
O0834,U0210,M0117,2023-08-01,4
O0835,U0670,M0013,2023-10-03,2
O0836,U0259,G0009,2023-02-26,1
O0837,U0643,G0017,2023-07-28,4
O0838,U0229,E0024,2023-12-06,4
O0839,U0508,G0071,2023-10-31,4
O0840,U0584,F0068,2023-07-10,2
O0841,U0628,G0032,2023-12-06,1
O0842,U0202,M0023,2023-04-15,4
O0843,U0101,G0045,2023-06-30,2
O0844,U0800,E0061,2023-10-19,4
O0845,U0792,F0120,2023-05-30,4
O0846,U0740,E0100,2023-09-10,4
O0847,U0857,E0125,2023-01-31,1
O0848,U0486,F0026,2023-10-16,3
O0849,U0325,E0001,2023-02-05,1
O0850,U0083,G0078,2023-12-12,4
O0851,U0342,F0006,2023-04-25,1
O0852,U0004,F0033,2023-08-25,3
O0853,U0010,G0060,2023-03-13,4
O0854,U0975,F0067,2023-08-18,3
O0855,U0937,G0068,2023-09-20,3
O0856,U0723,M0076,2023-12-04,1
O0857,U0252,E0080,2023-06-01,4
O0858,U0857,F0046,2023-10-31,3
O0859,U0289,G0044,2023-08-26,3
O0860,U0010,E0113,2023-10-23,4
O0861,U0334,M0079,2023-08-27,1
O0862,U0878,F0068,2023-08-08,3
O0863,U0980,F0012,2023-10-22,2
O0864,U0936,G0005,2023-10-22,2
O0865,U0269,E0094,2023-09-08,2
O0866,U0373,G0077,2023-01-12,1
O0867,U0108,G0075,2023-10-21,3
O0868,U0050,E0096,2023-03-06,2
O0869,U0577,E0031,2023-10-14,3
O0870,U0732,E0116,2023-09-12,2
O0871,U0140,G0006,2023-03-25,2
O0872,U0700,E0103,2023-04-26,2
O0873,U0519,G0100,2023-02-16,3
O0874,U0636,E0042,2023-02-22,2
O0875,U0571,E0098,2023-07-23,4
O0876,U0102,E0093,2023-12-23,1
O0877,U0533,E0016,2023-02-27,2
O0878,U0800,E0056,2023-06-06,3
O0879,U0048,M0077,2023-10-16,3
O0880,U0387,F0046,2023-03-19,3
O0881,U0517,F0112,2023-10-31,3
O0882,U0147,F0113,2023-06-13,4
O0883,U0982,F0099,2023-08-08,4
O0884,U0848,G0009,2023-07-07,3
O0885,U0937,F0001,2023-03-27,2
O0886,U0562,F0020,2023-01-19,3
O0887,U0723,F0015,2023-05-26,2
O0888,U0933,F0078,2023-01-05,1
O0889,U0281,E0062,2023-04-04,2
O0890,U0084,E0096,2023-12-07,2
O0891,U0390,E0012,2023-01-08,1
O0892,U0104,F0108,2023-05-29,2
O0893,U0496,G0093,2023-10-16,2
O0894,U0994,F0047,2023-06-17,1
O0895,U0860,E0058,2023-01-11,3
O0896,U0042,F0050,2023-06-21,4
O0897,U0920,G0010,2023-07-28,2
O0898,U0686,E0059,2023-07-05,2
O0899,U0987,M0039,2023-11-19,1
O0900,U0112,G0108,2023-01-18,2
O0901,U0019,E0053,2023-10-05,4
O0902,U0753,E0011,2023-03-07,4
O0903,U0854,M0028,2023-10-01,1
O0904,U0577,M0017,2023-08-03,2
O0905,U0869,E0044,2023-05-29,2
O0906,U0603,M0083,2023-04-17,1
O0907,U0732,G0072,2023-07-15,3
O0908,U0593,M0115,2023-10-17,3
O0909,U0721,E0118,2023-12-01,2
O0910,U0372,M0012,2023-06-16,2
O0911,U0006,E0089,2023-02-14,4
O0912,U0529,F0099,2023-04-17,3
O0913,U0809,M0061,2023-12-03,1
O0914,U0040,G0011,2023-10-09,1
O0915,U0526,G0019,2023-10-04,2
O0916,U0965,E0022,2023-06-25,1
O0917,U0345,E0092,2023-06-12,3
O0918,U0605,M0053,2023-12-03,3
O0919,U0894,M0038,2023-10-02,4
O0920,U0747,M0005,2023-03-07,3
O0921,U0300,E0084,2023-09-16,2
O0922,U0962,F0113,2023-06-27,3
O0923,U0188,G0052,2023-01-17,4
O0924,U0134,F0037,2023-06-21,3
O0925,U0810,G0027,2023-02-04,1
O0926,U0021,E0070,2023-08-09,1
O0927,U0526,M0043,2023-03-17,2
O0928,U0073,E0004,2023-08-06,3
O0929,U0495,G0038,2023-09-09,3
O0930,U0676,F0015,2023-11-18,2
O0931,U0695,F0065,2023-11-26,4
O0932,U0835,M0016,2023-07-25,2
O0933,U0030,E0042,2023-11-12,2
O0934,U0399,F0113,2023-12-05,2
O0935,U0393,M0113,2023-10-09,2
O0936,U0014,F0060,2023-05-10,3
O0937,U0409,F0107,2023-10-10,3
O0938,U0947,F0072,2023-04-05,3
O0939,U0943,M0014,2023-05-12,1
O0940,U0605,M0079,2023-01-13,3
O0941,U0648,M0119,2023-06-24,3
O0942,U0935,M0057,2023-08-29,3
O0943,U0009,G0020,2023-11-02,2
O0944,U0480,M0110,2023-01-03,3
O0945,U0979,G0070,2023-11-03,3
O0946,U0512,F0007,2023-04-26,4
O0947,U0928,E0076,2023-05-22,2
O0948,U0987,M0112,2023-11-28,1
O0949,U0837,E0095,2023-06-01,1
O0950,U0428,F0098,2023-08-18,4
O0951,U0406,G0118,2023-06-27,1
O0952,U0683,F0036,2023-11-03,4
O0953,U0217,F0047,2023-10-08,3
O0954,U0201,G0007,2023-08-25,1
O0955,U0220,F0072,2023-09-18,4
O0956,U0252,G0003,2023-03-29,4
O0957,U0515,E0052,2023-03-01,4
O0958,U0731,E0029,2023-03-04,4
O0959,U0976,G0061,2023-08-17,2
O0960,U0185,F0122,2023-03-21,3
O0961,U0219,M0064,2023-05-06,3
O0962,U0894,M0070,2023-06-21,3
O0963,U0144,G0101,2023-12-02,3
O0964,U0877,E0047,2023-07-01,2
O0965,U0334,M0101,2023-07-24,1
O0966,U0813,E0023,2023-06-14,2
O0967,U0598,F0085,2023-08-15,2
O0968,U0296,M0030,2023-12-24,4
O0969,U0300,M0048,2023-09-14,1
O0970,U0860,G0072,2023-09-06,1
O0971,U0815,M0117,2023-05-20,3
O0972,U0266,M0005,2023-11-27,3
O0973,U0315,M0039,2023-06-30,4
O0974,U0622,G0040,2023-03-13,2
O0975,U0412,G0005,2023-10-17,1
O0976,U0415,E0100,2023-05-27,3
O0977,U0955,G0009,2023-10-23,2
O0978,U0749,G0046,2023-09-02,4
O0979,U0576,M0092,2023-11-10,4
O0980,U0753,E0061,2023-12-14,2
O0981,U0608,F0097,2023-01-27,4
O0982,U0532,G0050,2023-09-30,1
O0983,U0428,F0011,2023-10-28,4
O0984,U0856,F0006,2023-03-25,2
O0985,U0210,F0013,2023-09-06,1
O0986,U0041,M0072,2023-06-13,1
O0987,U0815,E0041,2023-06-01,4
O0988,U0413,E0072,2023-08-05,4
O0989,U0815,M0072,2023-05-15,2
O0990,U0773,M0030,2023-02-12,1
O0991,U0773,G0009,2023-03-13,4
O0992,U0421,E0066,2023-06-14,3
O0993,U0727,M0070,2023-06-02,3
O0994,U0057,G0080,2023-12-28,4
O0995,U0733,F0053,2023-12-15,2
O0996,U0594,E0032,2023-09-29,3
O0997,U0268,F0114,2023-04-26,3
O0998,U0972,F0043,2023-01-16,1
O0999,U0596,E0005,2023-03-20,3
O1000,U0191,M0106,2023-01-05,2
O1001,U0863,F0080,2023-04-10,2
O1002,U0859,M0041,2023-03-27,4
O1003,U0702,M0075,2023-02-20,3
O1004,U0115,F0021,2023-04-16,1
O1005,U0049,M0022,2023-11-17,1
O1006,U0734,G0057,2023-05-08,3
O1007,U0461,F0049,2023-08-08,3
O1008,U0641,F0125,2023-06-03,1
O1009,U0431,G0069,2023-02-15,3
O1010,U0959,G0027,2023-05-10,4
O1011,U0583,E0019,2023-12-23,1
O1012,U0617,M0018,2023-09-19,4
O1013,U0312,E0082,2023-04-13,1
O1014,U0706,G0122,2023-02-06,4
O1015,U0900,E0013,2023-10-23,3
O1016,U0571,F0070,2023-01-18,1
O1017,U0735,E0078,2023-10-15,2
O1018,U0467,F0076,2023-08-03,1
O1019,U0487,F0070,2023-10-16,4
O1020,U0129,M0019,2023-04-14,2
O1021,U0748,E0035,2023-08-02,1
O1022,U0457,E0097,2023-05-21,2
O1023,U0702,F0073,2023-03-04,4
O1024,U0738,E0103,2023-03-02,4
O1025,U0223,G0055,2023-10-01,3
O1026,U0191,M0091,2023-03-21,4
O1027,U0521,E0098,2023-08-09,1
O1028,U0919,E0098,2023-06-13,1
O1029,U0796,E0072,2023-11-03,4
O1030,U0165,M0012,2023-07-04,4
O1031,U0662,F0015,2023-09-07,1
O1032,U0207,F0073,2023-05-24,2
O1033,U0658,E0005,2023-10-06,1
O1034,U0304,E0088,2023-06-07,1
O1035,U0462,E0109,2023-03-19,2
O1036,U0067,M0093,2023-09-09,3
O1037,U0010,F0008,2023-10-31,4
O1038,U0137,E0057,2023-04-23,4
O1039,U0575,F0042,2023-07-05,3
O1040,U0150,M0081,2023-06-05,2
O1041,U0411,F0013,2023-02-10,4
O1042,U0616,E0107,2023-04-18,1
O1043,U0105,G0064,2023-05-08,2
O1044,U0780,F0041,2023-09-12,3
O1045,U0303,G0116,2023-01-30,1
O1046,U0367,E0097,2023-02-08,4
O1047,U0367,F0111,2023-12-03,4
O1048,U0864,F0095,2023-09-26,4
O1049,U0224,M0102,2023-02-22,4
O1050,U0459,F0087,2023-10-11,2
O1051,U0257,E0069,2023-04-21,2
O1052,U0951,M0120,2023-02-16,2
O1053,U0567,G0021,2023-04-02,4
O1054,U0479,G0107,2023-07-21,1
O1055,U0199,E0046,2023-07-30,1
O1056,U0225,F0012,2023-05-14,2
O1057,U0724,E0004,2023-01-28,4
O1058,U0637,E0110,2023-11-21,2
O1059,U0048,M0046,2023-02-28,2
O1060,U0010,M0074,2023-04-15,1
O1061,U0132,G0062,2023-12-20,3
O1062,U0106,G0101,2023-10-14,3
O1063,U0310,F0055,2023-10-07,4
O1064,U0960,M0118,2023-07-01,3
O1065,U0606,M0086,2023-06-25,3
O1066,U0955,E0080,2023-02-16,4
O1067,U0636,F0014,2023-04-13,1
O1068,U0278,E0114,2023-05-25,2
O1069,U0923,F0054,2023-09-30,1
O1070,U0009,M0040,2023-11-02,1
O1071,U0806,F0007,2023-10-22,3
O1072,U0574,G0103,2023-02-06,4
O1073,U0689,G0085,2023-05-03,3
O1074,U0785,E0101,2023-11-25,2
O1075,U0735,M0023,2023-03-09,4
O1076,U0696,E0115,2023-10-29,3
O1077,U0618,E0021,2023-10-14,3
O1078,U0759,E0032,2023-02-25,2
O1079,U0165,G0102,2023-04-20,2
O1080,U0263,M0110,2023-05-16,3
O1081,U0006,F0041,2023-11-24,3
O1082,U0194,M0068,2023-12-27,1
O1083,U0473,M0024,2023-08-29,3
O1084,U0553,M0056,2023-04-19,4
O1085,U0527,M0094,2023-03-24,3
O1086,U0383,G0099,2023-07-31,2
O1087,U0006,E0002,2023-07-08,1
O1088,U0067,M0041,2023-03-08,2
O1089,U0232,E0038,2023-11-24,3
O1090,U0202,M0109,2023-02-08,4
O1091,U0205,M0021,2023-05-01,4
O1092,U0732,E0062,2023-06-28,1
O1093,U0186,G0054,2023-06-13,2
O1094,U0930,E0120,2023-05-06,4
O1095,U0884,M0061,2023-12-11,2
O1096,U0120,E0113,2023-11-02,4
O1097,U0826,G0105,2023-06-22,1
O1098,U0860,F0120,2023-09-26,4
O1099,U0381,M0072,2023-10-30,3
O1100,U0096,E0083,2023-06-14,2
O1101,U0207,F0068,2023-01-14,4
O1102,U0502,F0040,2023-08-19,4
O1103,U0528,E0070,2023-05-11,3
O1104,U0830,M0056,2023-08-22,4
O1105,U0272,M0022,2023-01-24,3
O1106,U0744,G0122,2023-07-01,2
O1107,U0599,E0072,2023-03-22,2
O1108,U0186,E0111,2023-07-27,4
O1109,U0707,F0021,2023-10-15,4
O1110,U0582,F0038,2023-10-10,2
O1111,U0118,G0099,2023-07-10,2
O1112,U0294,M0093,2023-02-18,4
O1113,U0565,G0009,2023-04-26,3
O1114,U0746,E0006,2023-11-09,2
O1115,U0459,E0085,2023-12-08,3
O1116,U0630,M0045,2023-04-15,3
O1117,U0368,F0026,2023-05-27,2
O1118,U0569,M0059,2023-05-01,2
O1119,U0893,G0092,2023-08-29,2
O1120,U0511,G0110,2023-10-04,4
O1121,U0995,M0004,2023-01-02,1
O1122,U0304,G0092,2023-11-08,3
O1123,U0934,E0081,2023-01-13,2
O1124,U0803,G0063,2023-02-25,2
O1125,U0320,E0034,2023-11-16,3
O1126,U0477,M0114,2023-07-03,1
O1127,U0928,F0047,2023-02-10,4
O1128,U0667,G0080,2023-12-10,4
O1129,U0031,G0055,2023-06-08,4
O1130,U0654,M0113,2023-05-16,3
O1131,U0795,E0013,2023-12-15,4
O1132,U0390,G0119,2023-06-27,3
O1133,U0759,E0065,2023-11-04,4
O1134,U0863,F0122,2023-10-22,3
O1135,U0035,E0002,2023-02-21,4
O1136,U0047,E0034,2023-09-09,2
O1137,U0606,F0009,2023-07-20,1
O1138,U0544,M0033,2023-05-20,3
O1139,U0369,M0111,2023-09-05,3
O1140,U0798,E0003,2023-03-20,1
O1141,U0555,M0044,2023-01-08,2
O1142,U0017,F0037,2023-09-13,3
O1143,U0983,F0076,2023-07-17,2
O1144,U0288,M0059,2023-06-27,3
O1145,U0930,G0107,2023-04-14,2
O1146,U0413,G0088,2023-02-08,2
O1147,U0244,M0093,2023-05-15,2
O1148,U0834,G0019,2023-10-18,3
O1149,U0032,G0103,2023-11-16,3
O1150,U0653,G0057,2023-01-13,2
O1151,U0246,M0084,2023-08-16,2
O1152,U0542,F0036,2023-02-12,4
O1153,U0119,F0066,2023-06-04,3
O1154,U0413,E0043,2023-10-26,3
O1155,U0406,F0073,2023-02-20,2
O1156,U0070,F0063,2023-09-01,1
O1157,U0385,F0092,2023-12-02,3
O1158,U0838,G0036,2023-09-10,1
O1159,U0968,E0123,2023-02-18,2
O1160,U0880,M0054,2023-09-20,2
O1161,U0147,E0098,2023-03-03,3
O1162,U0784,E0002,2023-05-05,1
O1163,U0105,F0054,2023-04-24,3
O1164,U0066,F0116,2023-12-23,4
O1165,U0516,F0125,2023-10-12,2
O1166,U0155,E0089,2023-09-08,2
O1167,U0752,M0079,2023-06-29,1
O1168,U0197,M0054,2023-10-10,3
O1169,U0077,E0059,2023-10-28,4
O1170,U0735,F0042,2023-05-26,4
O1171,U0042,E0065,2023-10-10,3
O1172,U0283,E0066,2023-10-27,3
O1173,U0436,M0050,2023-06-08,1
O1174,U0989,M0046,2023-06-04,1
O1175,U0876,G0113,2023-11-18,2
O1176,U0658,E0004,2023-09-02,4
O1177,U0920,F0057,2023-11-12,1
O1178,U0257,E0036,2023-11-08,2
O1179,U0863,G0033,2023-07-22,3
O1180,U0496,F0026,2023-12-22,1
O1181,U0558,M0081,2023-02-14,1
O1182,U0430,F0093,2023-05-28,3
O1183,U0836,M0063,2023-04-11,1
O1184,U0994,M0042,2023-04-04,4
O1185,U0567,F0063,2023-05-13,1
O1186,U0441,E0034,2023-10-09,3
O1187,U0414,G0083,2023-08-22,1
O1188,U0328,M0118,2023-08-28,2
O1189,U0376,M0065,2023-07-02,1
O1190,U0018,E0062,2023-03-18,1
O1191,U0144,E0006,2023-11-21,2
O1192,U0696,E0064,2023-06-07,2
O1193,U0207,M0125,2023-09-24,3
O1194,U0426,E0021,2023-11-29,3
O1195,U0295,G0037,2023-04-09,3
O1196,U0705,F0098,2023-01-28,4
O1197,U0270,M0008,2023-09-20,3
O1198,U0526,F0015,2023-10-13,2
O1199,U0555,E0110,2023-03-19,1
O1200,U0225,F0024,2023-12-17,3
O1201,U0345,E0102,2023-03-23,1
O1202,U0370,E0113,2023-02-09,3
O1203,U0526,G0095,2023-04-18,1
O1204,U0849,G0008,2023-01-23,1
O1205,U0373,E0113,2023-02-18,2
O1206,U0390,M0075,2023-12-24,2
O1207,U0973,G0064,2023-03-31,2
O1208,U0129,G0119,2023-09-01,1
O1209,U0776,M0095,2023-11-12,2
O1210,U0432,M0040,2023-10-13,2
O1211,U0567,F0034,2023-04-18,3
O1212,U0527,F0072,2023-01-14,2
O1213,U0388,G0015,2023-12-09,2
O1214,U0869,E0078,2023-11-10,2
O1215,U0199,F0090,2023-02-26,2
O1216,U0789,E0047,2023-04-08,4
O1217,U0908,F0111,2023-12-12,4
O1218,U0181,F0105,2023-03-07,4
O1219,U0045,M0106,2023-02-24,4
O1220,U0931,E0072,2023-06-17,1
O1221,U0332,G0004,2023-05-11,1
O1222,U0748,G0071,2023-10-09,4
O1223,U0279,F0115,2023-09-20,2
O1224,U0615,E0100,2023-08-19,3
O1225,U0320,G0066,2023-06-10,2
O1226,U0706,E0051,2023-01-28,2
O1227,U0403,E0002,2023-05-04,1
O1228,U0741,M0064,2023-04-07,2
O1229,U0451,M0101,2023-09-28,4
O1230,U0538,M0062,2023-04-09,2
O1231,U0129,F0114,2023-06-03,3
O1232,U0264,M0056,2023-05-25,3
O1233,U0679,E0095,2023-08-02,1
O1234,U0452,G0102,2023-01-15,3
O1235,U0246,M0049,2023-12-07,1
O1236,U0822,M0020,2023-06-21,4
O1237,U0004,M0074,2023-07-20,1
O1238,U0946,G0027,2023-03-13,4
O1239,U0672,G0095,2023-03-15,3
O1240,U0111,E0069,2023-10-07,4
O1241,U0099,M0119,2023-08-13,2
O1242,U0030,G0079,2023-08-29,2
O1243,U0561,E0038,2023-07-29,3
O1244,U0395,F0017,2023-02-09,3
O1245,U0116,F0112,2023-01-20,1
O1246,U0410,M0106,2023-09-01,4
O1247,U0188,F0060,2023-02-05,1
O1248,U0596,E0034,2023-06-03,3
O1249,U0476,E0107,2023-04-01,2
O1250,U0918,G0026,2023-08-16,2
O1251,U0911,E0113,2023-09-11,2
O1252,U0488,E0067,2023-07-06,3
O1253,U0578,E0058,2023-09-17,1
O1254,U0045,F0060,2023-05-03,1
O1255,U0224,G0087,2023-09-24,1
O1256,U0787,F0120,2023-01-26,3
O1257,U0534,E0079,2023-07-08,4
O1258,U0418,E0025,2023-02-28,4
O1259,U0854,F0057,2023-11-08,4
O1260,U0640,G0085,2023-04-30,2
O1261,U0646,G0004,2023-12-08,2
O1262,U0055,M0001,2023-04-19,3
O1263,U0908,G0016,2023-08-10,2
O1264,U0659,E0101,2023-11-29,2
O1265,U0954,M0008,2023-05-17,3
O1266,U0620,G0122,2023-12-23,1
O1267,U0559,M0121,2023-06-17,2
O1268,U0852,F0040,2023-04-21,4
O1269,U0444,E0008,2023-11-23,3
O1270,U0872,E0072,2023-02-19,2
O1271,U0116,E0010,2023-07-03,1
O1272,U0904,F0024,2023-11-06,3
O1273,U0909,F0026,2023-06-05,3
O1274,U0528,M0077,2023-09-06,3
O1275,U0316,M0001,2023-01-07,1
O1276,U0045,F0090,2023-12-29,4
O1277,U0123,G0024,2023-06-19,4
O1278,U0365,G0049,2023-06-03,2
O1279,U0877,G0047,2023-07-31,4
O1280,U0239,E0029,2023-09-11,3
O1281,U0564,F0035,2023-04-08,1
O1282,U0779,G0106,2023-10-06,3
O1283,U0293,E0063,2023-11-20,3
O1284,U0949,F0032,2023-03-01,1
O1285,U0483,E0057,2023-08-21,2
O1286,U0476,M0027,2023-07-03,3
O1287,U0207,E0065,2023-01-26,1
O1288,U0964,F0065,2023-12-01,3
O1289,U0830,M0084,2023-03-10,4
O1290,U0006,F0048,2023-07-17,4
O1291,U0454,F0117,2023-01-28,4
O1292,U0019,G0026,2023-07-15,3
O1293,U0054,E0047,2023-01-30,2
O1294,U0746,M0052,2023-07-09,4
O1295,U0673,F0006,2023-08-01,2
O1296,U0377,E0002,2023-12-26,3
O1297,U0607,E0037,2023-10-12,4
O1298,U0973,G0102,2023-05-25,1
O1299,U0776,F0101,2023-11-12,2
O1300,U0816,G0088,2023-09-01,1
O1301,U0308,G0111,2023-11-10,3
O1302,U0849,F0019,2023-01-23,1
O1303,U0226,E0056,2023-11-07,3
O1304,U0245,F0073,2023-11-14,3
O1305,U0826,M0067,2023-12-22,4
O1306,U0019,M0082,2023-10-17,1
O1307,U0571,G0002,2023-12-18,2
O1308,U0778,G0067,2023-08-15,3
O1309,U0804,E0073,2023-10-21,2
O1310,U0283,E0055,2023-07-10,3
O1311,U0474,G0113,2023-10-05,4
O1312,U0358,F0037,2023-05-22,3
O1313,U0197,G0012,2023-05-16,4
O1314,U0885,E0010,2023-02-12,4
O1315,U0031,F0048,2023-02-17,2
O1316,U0054,E0020,2023-06-10,4
O1317,U0046,F0096,2023-02-21,1
O1318,U0197,G0098,2023-10-27,1
O1319,U0576,F0023,2023-08-19,2
O1320,U0174,E0053,2023-06-28,1
O1321,U0957,G0118,2023-07-20,2
O1322,U0689,F0027,2023-08-02,4
O1323,U0192,E0064,2023-12-22,2
O1324,U0376,G0103,2023-11-24,1
O1325,U0325,F0025,2023-07-12,1
O1326,U0371,E0090,2023-02-01,2
O1327,U0030,F0106,2023-12-17,2
O1328,U0369,F0121,2023-11-07,1
O1329,U0627,M0027,2023-01-19,3
