user_id,city,age,gender
U0714,Chicago,65,M
U0714,Phoenix,56,F
U0715,Los Angeles,36,F
U0715,Phoenix,61,M
U0716,Phoenix,23,M
U0717,Los Angeles,20,M
U0717,Phoenix,43,F
U0718,Houston,59,F
U0718,Chicago,59,M
U0719,Houston,57,M
U0720,New York,27,F
U0721,Phoenix,29,M
U0722,Chicago,55,M
U0722,Houston,64,M
U0723,Houston,47,M
U0723,Phoenix,49,F
U0724,Houston,53,M
U0725,Phoenix,32,F
U0725,Houston,49,M
U0726,Chicago,29,M
U0727,Houston,23,M
U0727,Los Angeles,38,F
U0728,New York,65,F
U0729,Los Angeles,24,F
U0730,Houston,55,F
U0731,Los Angeles,48,M
U0732,Houston,44,M
U0732,New York,48,M
U0733,Los Angeles,69,M
U0733,Chicago,38,M
U0734,New York,65,M
U0734,Houston,52,F
U0735,Phoenix,60,F
U0735,Houston,52,M
U0736,Chicago,36,M
U0736,Los Angeles,21,M
U0737,New York,60,M
U0738,New York,51,M
U0738,Los Angeles,45,M
U0739,Los Angeles,29,F
U0740,Chicago,31,M
U0740,Phoenix,49,M
U0741,New York,35,F
U0742,Los Angeles,58,M
U0743,Houston,39,M
U0744,Phoenix,29,F
U0745,Phoenix,63,F
U0745,Houston,67,F
U0746,Los Angeles,32,F
U0746,Phoenix,57,F
U0747,New York,30,M
U0747,Phoenix,19,M
U0748,New York,28,F
U0749,Phoenix,43,F
U0749,Houston,34,F
U0750,New York,60,M
U0750,Phoenix,33,M
U0751,Houston,26,M
U0752,Chicago,64,M
U0753,Los Angeles,47,F
U0754,Los Angeles,29,M
U0754,Phoenix,34,F
U0755,Houston,51,F
U0755,New York,24,F
U0756,New York,41,F
U0756,Houston,49,F
U0757,Los Angeles,57,F
U0758,New York,28,F
U0758,Los Angeles,25,M
U0759,New York,66,F
U0759,Phoenix,30,F
U0760,New York,48,F
U0760,Chicago,55,M
U0761,Phoenix,45,F
U0761,New York,49,F
U0762,New York,52,F
U0763,Phoenix,18,M
U0763,New York,48,M
U0764,Houston,51,M
U0764,Phoenix,39,M
U0765,Phoenix,59,M
U0766,Chicago,37,F
U0767,Chicago,26,M
U0768,New York,24,M
U0768,Phoenix,52,F
U0769,Phoenix,57,M
U0769,Los Angeles,62,M
U0770,Houston,43,F
U0771,New York,42,M
U0772,New York,45,M
U0772,Houston,47,M
U0773,Houston,33,F
U0773,Phoenix,49,M
U0774,Phoenix,52,F
U0774,Chicago,20,F
U0775,Los Angeles,46,M
U0776,Los Angeles,48,F
U0777,Phoenix,39,F
U0778,New York,66,F
U0779,Houston,50,M
U0779,Chicago,32,M
U0780,Chicago,62,M
U0781,Houston,30,M
U0781,New York,54,M
U0782,Houston,35,M
U0782,Los Angeles,34,F
U0783,Chicago,63,F
U0784,Houston,38,F
U0784,Los Angeles,34,F
U0785,Phoenix,27,F
U0786,Houston,69,M
U0787,Los Angeles,51,F
U0787,Phoenix,26,F
U0788,Chicago,25,F
U0789,Phoenix,59,F
U0790,Los Angeles,34,M
U0791,Phoenix,57,M
U0791,Chicago,23,F
U0792,Houston,25,M
U0792,Los Angeles,66,M
U0793,Los Angeles,68,F
U0794,Los Angeles,23,M
U0795,Chicago,54,M
U0795,New York,69,F
U0796,Houston,30,F
U0796,Phoenix,49,M
U0797,Phoenix,52,F
U0798,Phoenix,35,F
U0798,Los Angeles,57,M
U0799,New York,55,F
U0800,Phoenix,31,M
U0801,New York,59,M
U0802,Chicago,20,F
U0802,New York,22,M
U0803,Los Angeles,52,F
U0803,Phoenix,58,M
U0804,Houston,48,F
U0804,New York,37,F
U0805,New York,18,F
U0806,New York,38,M
U0807,Chicago,50,F
U0807,Phoenix,55,M
U0808,New York,32,F
U0809,Chicago,22,F
U0810,Los Angeles,21,M
U0811,New York,57,M
U0811,Los Angeles,20,F
U0812,Chicago,28,M
U0812,Phoenix,22,F
U0813,Houston,62,F
U0814,Houston,19,M
U0815,Phoenix,45,F
U0815,New York,29,M
U0816,New York,45,F
U0816,Los Angeles,47,M
U0817,Houston,48,F
U0818,Phoenix,57,M
U0819,Los Angeles,59,F
U0820,Houston,55,M
U0820,Los Angeles,62,F
U0821,Houston,30,M
U0821,Chicago,55,M
U0822,New York,31,M
U0822,Houston,25,M
U0823,Los Angeles,48,M
U0824,Phoenix,39,F
U0824,New York,66,M
U0825,Houston,43,F
U0826,New York,21,M
U0826,Phoenix,31,F
U0827,Los Angeles,60,M
U0828,Los Angeles,37,F
U0828,Houston,52,F
U0829,Los Angeles,34,M
U0829,Chicago,60,F
U0830,Phoenix,31,M
U0831,New York,45,F
U0831,Los Angeles,21,M
U0832,Chicago,48,M
U0832,Los Angeles,25,F
U0833,Los Angeles,62,F
U0834,New York,33,M
U0834,Los Angeles,47,F
U0835,Houston,46,M
U0835,Chicago,51,M
U0836,Houston,23,F
U0836,Los Angeles,63,F
U0837,New York,59,F
U0837,Houston,32,F
U0838,Houston,23,F
U0838,Chicago,20,F
U0839,Houston,34,M
U0840,New York,23,M
U0841,Phoenix,28,M
U0841,Chicago,59,M
U0842,New York,50,F
U0843,Los Angeles,27,M
U0844,New York,42,F
U0845,Los Angeles,27,F
U0845,New York,59,M
U0846,Houston,58,M
U0846,New York,31,M
U0847,Houston,28,M
U0847,New York,38,F
U0848,Phoenix,19,F
U0849,Chicago,28,F
U0850,Houston,43,F
U0851,Los Angeles,64,F
U0851,Phoenix,59,F
U0852,New York,19,F
U0852,Los Angeles,44,M
U0853,Chicago,60,M
U0854,Chicago,22,F
U0855,Chicago,64,F
U0855,New York,54,F
U0856,Houston,54,M
U0857,New York,36,M
U0858,Los Angeles,69,M
U0858,Chicago,37,M
U0859,New York,33,F
U0859,Chicago,22,F
U0860,New York,30,M
U0860,Los Angeles,46,F
U0861,New York,26,M
U0861,Los Angeles,68,M
U0862,Los Angeles,37,M
U0862,New York,49,F
U0863,Houston,28,M
U0863,Phoenix,39,F
U0864,Chicago,59,M
U0864,New York,59,M
U0865,New York,48,F
U0866,Los Angeles,36,M
U0867,New York,19,F
U0868,Chicago,48,M
U0868,Phoenix,41,M
U0869,New York,64,F
U0870,Houston,49,M
U0870,Los Angeles,64,F
U0871,New York,41,F
U0872,New York,67,M
U0872,Houston,28,M
U0873,Phoenix,66,F
U0874,Phoenix,47,F
U0874,Chicago,55,F
U0875,New York,50,M
U0876,Chicago,54,F
U0876,Phoenix,33,M
U0877,Chicago,44,M
U0877,Phoenix,33,F
U0878,Houston,57,M
U0878,Chicago,29,F
U0879,Chicago,65,F
U0880,Phoenix,53,F
U0881,Houston,31,F
U0881,New York,46,M
U0882,Los Angeles,41,M
U0882,Chicago,27,F
U0883,New York,29,F
U0883,Chicago,23,F
U0884,Chicago,33,M
U0885,Los Angeles,53,F
U0885,Chicago,35,F
U0886,Los Angeles,21,M
U0887,Houston,31,F
U0887,New York,29,F
U0888,Houston,24,F
U0889,Chicago,64,F
U0889,Los Angeles,51,M
U0890,New York,31,M
U0891,Los Angeles,34,F
U0892,Los Angeles,26,M
U0893,Phoenix,62,M
U0893,Houston,44,M
U0894,Phoenix,28,M
U0894,Los Angeles,64,F
U0895,Houston,33,M
U0895,Phoenix,37,F
U0896,Houston,64,M
U0897,Houston,46,F
U0898,Los Angeles,44,F
U0899,Los Angeles,21,M
U0899,Chicago,36,F
U0900,Los Angeles,39,F
U0901,Chicago,36,F
U0901,Houston,69,F
U0902,New York,40,M
U0902,Phoenix,30,F
U0903,New York,56,M
U0904,Phoenix,28,F
U0904,New York,51,M
U0905,Chicago,45,M
U0906,Phoenix,24,M
U0907,Chicago,43,F
U0908,Los Angeles,54,F
U0908,New York,41,F
U0909,Chicago,69,F
U0910,Los Angeles,63,F
U0910,Phoenix,28,F
U0911,Los Angeles,67,F
U0911,Houston,60,M
U0912,Chicago,36,M
U0913,Houston,33,F
U0913,Phoenix,47,F
U0914,New York,42,M
U0915,Phoenix,69,F
U0915,New York,55,F
U0916,Phoenix,34,F
U0917,Chicago,24,F
U0918,New York,50,M
U0919,New York,34,F
U0919,Chicago,60,F
U0920,Phoenix,67,M
U0920,Los Angeles,52,F
U0921,New York,60,M
U0922,Chicago,52,M
U0922,Houston,48,F
U0923,Phoenix,65,M
U0924,New York,28,F
U0925,New York,24,M
U0925,Chicago,18,M
U0926,Houston,23,F
U0926,New York,61,F
U0927,Phoenix,54,F
U0927,Houston,59,M
U0928,New York,44,M
U0928,Chicago,26,F
U0929,Los Angeles,60,F
U0930,Phoenix,61,F
U0931,New York,61,F
U0931,Los Angeles,54,F
U0932,New York,28,F
U0933,Chicago,46,F
U0934,New York,59,M
U0934,Phoenix,38,M
U0935,Los Angeles,66,M
U0936,Houston,22,F
U0936,Chicago,49,M
U0937,Houston,24,M
U0937,New York,64,M
U0938,Phoenix,52,F
U0939,Los Angeles,25,F
U0939,Houston,37,M
U0940,Los Angeles,25,M
U0940,Houston,33,M
U0941,Chicago,24,M
U0942,Houston,66,M
U0943,Phoenix,63,F
U0943,Houston,66,M
U0944,Chicago,43,F
U0944,Los Angeles,65,F
U0945,Los Angeles,23,M
U0946,Houston,30,M
U0947,New York,45,M
U0947,Phoenix,44,F
U0948,Chicago,63,M
U0949,New York,41,F
U0949,Phoenix,56,F
U0950,Chicago,35,M
U0951,Houston,67,M
U0951,New York,29,M
U0952,Phoenix,28,M
U0953,New York,62,F
U0954,Los Angeles,39,M
U0954,Houston,36,F
U0955,Los Angeles,36,F
U0955,New York,69,M
U0956,Chicago,51,M
U0956,Houston,52,F
U0957,New York,39,F
U0957,Houston,45,F
U0958,Phoenix,61,M
U0959,Houston,58,M
U0960,Los Angeles,60,M
U0960,New York,49,F
U0961,Houston,50,M
U0962,Houston,68,M
U0963,New York,65,F
U0963,Houston,44,F
U0964,Los Angeles,48,M
U0965,Los Angeles,37,M
U0965,Chicago,45,M
U0966,Chicago,67,M
U0966,Houston,23,M
U0967,Chicago,28,F
U0968,Los Angeles,50,F
U0968,Houston,36,F
U0969,Chicago,62,M
U0969,Los Angeles,18,F
U0970,Chicago,51,M
U0971,Phoenix,36,M
U0971,Houston,33,F
U0972,Chicago,50,F
U0973,New York,51,M
U0973,Los Angeles,62,F
U0974,Chicago,60,M
U0975,Chicago,69,F
U0976,Los Angeles,32,F
U0976,Chicago,57,M
U0977,Chicago,32,M
U0978,Los Angeles,37,M
U0979,Chicago,59,M
U0979,Phoenix,27,M
U0980,Phoenix,63,F
U0981,Los Angeles,59,M
U0982,Chicago,26,F
U0982,Los Angeles,24,F
U0983,New York,56,M
U0983,Los Angeles,40,M
U0984,Phoenix,48,M
U0984,Houston,48,F
U0985,Los Angeles,19,M
U0985,Phoenix,30,F
U0986,New York,20,F
U0987,New York,22,M
U0988,New York,64,F
U0988,Los Angeles,33,F
U0989,Los Angeles,61,M
U0989,Phoenix,52,M
U0990,Phoenix,24,F
U0990,Houston,36,M
U0991,New York,33,F
U0992,Phoenix,30,M
U0993,Chicago,41,F
U0994,Houston,34,F
U0995,Houston,51,F
U0995,New York,20,M
U0996,New York,65,M
U0996,Houston,56,F
U0997,Phoenix,24,M
U0998,Houston,21,M
U0999,Phoenix,24,M
U1000,Phoenix,61,M
