product_id,name,category,sub_category,brand,price,size,color,material,gender,release_year,screen_size,memory,processor,os,camera,battery,type,dosage,condition,requires_prescription,side_effects,expiry_date,unit,quantity,organic,expiry_days
M0092,Medicine 92,Medicines,,,8.75796312344825,,,,,,,,,,,,Syrup,73 mg,Allergy,False,Drowsiness,2027-02-06,,,,
G0009,Beverages Item 9,Groceries,Beverages,,13.680828009861676,,,,,,,,,,,,,,,,,,pack,24.0,False,109.0
M0103,Medicine 103,Medicines,,,81.45911764316484,,,,,,,,,,,,Tablet,246 mg,Digestive Health,False,Headache,2026-10-18,,,,
E0012,Lenovo Laptop,Electronics,,Lenovo,691.986305206235,,,,,2018.0,13.3,1024.0,Intel i7,macOS,,3551.0,,,,,,,,,,
G0108,Meat Item 108,Groceries,Meat,,42.160922764114225,,,,,,,,,,,,,,,,,,ml,24.0,False,68.0
F0120,Accessories Item 120,Fashion,Accessories,Adidas,437.94694774230464,XS,Green,Silk,Men,,,,,,,,,,,,,,,,,
F0001,Accessories Item 1,Fashion,Accessories,Levi's,494.36033739853434,XL,Red,Polyester,Men,,,,,,,,,,,,,,,,,
M0016,Medicine 16,Medicines,,,24.894678728076155,,,,,,,,,,,,Capsule,313 mg,Cold & Flu,False,Drowsiness,2024-12-11,,,,
M0087,Medicine 87,Medicines,,,86.58995042435473,,,,,,,,,,,,Syrup,136 mg,Diabetes,True,Drowsiness,2027-03-16,,,,
G0116,Bakery Item 116,Groceries,Bakery,,24.972704209960952,,,,,,,,,,,,,,,,,,ml,250.0,True,12.0
M0024,Medicine 24,Medicines,,,88.73398157070875,,,,,,,,,,,,Cream,657 mg,Heart Health,True,Drowsiness,2027-09-08,,,,
M0094,Medicine 94,Medicines,,,47.34072007344091,,,,,,,,,,,,Syrup,77 mg,Fever,False,Headache,2027-07-22,,,,
M0009,Medicine 9,Medicines,,,17.052918665993865,,,,,,,,,,,,Injection,787 mg,Cold & Flu,False,Nausea,2025-02-03,,,,
E0041,LG Smartphone,Electronics,,LG,1307.7261117099652,,,,,2019.0,27.0,128.0,M1,Android,48.0,2916.0,,,,,,,,,,
G0002,Dairy Item 2,Groceries,Dairy,,28.534827422463504,,,,,,,,,,,,,,,,,,ml,100.0,False,97.0
M0119,Medicine 119,Medicines,,,81.5327874373599,,,,,,,,,,,,Capsule,324 mg,Diabetes,False,Headache,2025-10-24,,,,
M0097,Medicine 97,Medicines,,,28.079809360269174,,,,,,,,,,,,Capsule,43 mg,Allergy,True,Nausea,2026-07-01,,,,
G0095,Meat Item 95,Groceries,Meat,,9.15867380542624,,,,,,,,,,,,,,,,,,kg,250.0,True,331.0
E0059,Microsoft Gaming Console,Electronics,,Microsoft,516.3395228745217,,,,,2019.0,,,,,,,,,,,,,,,,
F0060,Shoes Item 60,Fashion,Shoes,Gucci,20.36341344121398,M,Black,Cotton,Unisex,,,,,,,,,,,,,,,,,
G0029,Bakery Item 29,Groceries,Bakery,,16.82649447566655,,,,,,,,,,,,,,,,,,ml,24.0,False,194.0
E0025,Lenovo Camera,Electronics,,Lenovo,1957.242890596897,,,,,2023.0,,,,,64.0,,,,,,,,,,,
M0074,Medicine 74,Medicines,,,82.05493379900523,,,,,,,,,,,,Capsule,706 mg,Fever,False,Headache,2026-06-19,,,,
E0033,Bose Headphones,Electronics,,Bose,1225.220658729737,,,,,2019.0,,,,,,,,,,,,,,,,
F0031,Pants Item 31,Fashion,Pants,Under Armour,499.00895322354756,M,Blue,Silk,Unisex,,,,,,,,,,,,,,,,,
E0001,Dell Smartphone,Electronics,,Dell,1308.4899504443406,,,,,2021.0,13.3,64.0,Intel i5,Windows,12.0,3412.0,,,,,,,,,,
F0016,Pants Item 16,Fashion,Pants,H&M,182.3428545593696,S,Black,Silk,Men,,,,,,,,,,,,,,,,,
F0048,Pants Item 48,Fashion,Pants,Under Armour,59.57115361042058,XL,Black,Leather,Women,,,,,,,,,,,,,,,,,
M0017,Medicine 17,Medicines,,,96.17945971158291,,,,,,,,,,,,Capsule,423 mg,Digestive Health,True,None,2027-06-10,,,,
G0033,Vegetables Item 33,Groceries,Vegetables,,22.790926066058454,,,,,,,,,,,,,,,,,,g,250.0,False,122.0
E0081,Bose Headphones,Electronics,,Bose,177.77449431125623,,,,,2023.0,,,,,,,,,,,,,,,,
G0077,Meat Item 77,Groceries,Meat,,6.023930713162267,,,,,,,,,,,,,,,,,,l,1000.0,True,259.0
F0081,Shirts Item 81,Fashion,Shirts,Adidas,422.67492812782615,XS,Green,Denim,Unisex,,,,,,,,,,,,,,,,,
G0045,Fruits Item 45,Groceries,Fruits,,16.32887567868678,,,,,,,,,,,,,,,,,,ml,12.0,True,258.0
M0069,Medicine 69,Medicines,,,19.065677151438816,,,,,,,,,,,,Syrup,866 mg,Digestive Health,False,Drowsiness,2027-08-01,,,,
E0064,LG Laptop,Electronics,,LG,1728.232388074854,,,,,2023.0,6.7,512.0,M1,macOS,,2077.0,,,,,,,,,,
G0101,Vegetables Item 101,Groceries,Vegetables,,15.446044678991576,,,,,,,,,,,,,,,,,,g,6.0,False,215.0
E0032,Samsung Gaming Console,Electronics,,Samsung,816.4024689032277,,,,,2021.0,,,,,,,,,,,,,,,,
E0036,Lenovo Laptop,Electronics,,Lenovo,885.6814075509224,,,,,2019.0,27.0,512.0,Intel i5,Android,,2547.0,,,,,,,,,,
M0025,Medicine 25,Medicines,,,16.085466393910483,,,,,,,,,,,,Injection,118 mg,Digestive Health,True,Nausea,2026-02-23,,,,
E0069,Dell Camera,Electronics,,Dell,1575.9170306963983,,,,,2020.0,,,,,64.0,,,,,,,,,,,
M0042,Medicine 42,Medicines,,,74.29446762902136,,,,,,,,,,,,Capsule,65 mg,Fever,False,Nausea,2026-02-26,,,,
M0068,Medicine 68,Medicines,,,70.39397436679748,,,,,,,,,,,,Tablet,783 mg,Pain Relief,False,None,2026-07-26,,,,
G0003,Beverages Item 3,Groceries,Beverages,,39.80765863687977,,,,,,,,,,,,,,,,,,pack,24.0,False,108.0
F0042,Shirts Item 42,Fashion,Shirts,Adidas,247.79241069024053,XS,Green,Cotton,Men,,,,,,,,,,,,,,,,,
F0071,Dresses Item 71,Fashion,Dresses,Gucci,380.7041919408579,XXL,Blue,Polyester,Unisex,,,,,,,,,,,,,,,,,
M0064,Medicine 64,Medicines,,,65.43003529114377,,,,,,,,,,,,Injection,470 mg,Allergy,False,Headache,2026-11-24,,,,
F0035,Shirts Item 35,Fashion,Shirts,Under Armour,347.69889110948316,S,Black,Leather,Unisex,,,,,,,,,,,,,,,,,
G0050,Meat Item 50,Groceries,Meat,,8.661744940598878,,,,,,,,,,,,,,,,,,g,1000.0,False,336.0
M0056,Medicine 56,Medicines,,,5.390089275257603,,,,,,,,,,,,Injection,363 mg,Pain Relief,False,Nausea,2024-12-19,,,,
G0089,Fruits Item 89,Groceries,Fruits,,34.99929493191088,,,,,,,,,,,,,,,,,,l,6.0,True,73.0
G0080,Beverages Item 80,Groceries,Beverages,,43.97890291545211,,,,,,,,,,,,,,,,,,kg,1000.0,True,117.0
F0118,Shirts Item 118,Fashion,Shirts,H&M,377.5788081477545,XXL,Red,Polyester,Women,,,,,,,,,,,,,,,,,
M0050,Medicine 50,Medicines,,,26.584729394040423,,,,,,,,,,,,Injection,534 mg,Fever,False,Headache,2026-06-20,,,,
E0070,Sony TV,Electronics,,Sony,414.4495718609457,,,,,2022.0,13.3,,,,,,,,,,,,,,,
G0014,Dairy Item 14,Groceries,Dairy,,23.04724003917412,,,,,,,,,,,,,,,,,,g,24.0,True,17.0
M0076,Medicine 76,Medicines,,,68.69243320183838,,,,,,,,,,,,Syrup,299 mg,Allergy,False,None,2025-05-09,,,,
G0016,Snacks Item 16,Groceries,Snacks,,5.751959363288674,,,,,,,,,,,,,,,,,,ml,24.0,False,197.0
E0021,LG Laptop,Electronics,,LG,1978.79702847696,,,,,2019.0,55.0,128.0,A14,macOS,,4541.0,,,,,,,,,,
F0108,Shirts Item 108,Fashion,Shirts,Levi's,235.74896396065498,XXL,Black,Leather,Men,,,,,,,,,,,,,,,,,
M0099,Medicine 99,Medicines,,,66.0004723274245,,,,,,,,,,,,Injection,255 mg,Allergy,False,Headache,2026-07-11,,,,
F0121,Shirts Item 121,Fashion,Shirts,H&M,33.41286869388863,L,Black,Denim,Unisex,,,,,,,,,,,,,,,,,
M0026,Medicine 26,Medicines,,,12.458437503092936,,,,,,,,,,,,Tablet,228 mg,Pain Relief,True,None,2026-08-06,,,,
G0039,Fruits Item 39,Groceries,Fruits,,27.69525317852882,,,,,,,,,,,,,,,,,,pack,24.0,False,231.0
M0093,Medicine 93,Medicines,,,35.45350631428783,,,,,,,,,,,,Capsule,845 mg,Diabetes,False,Drowsiness,2025-02-08,,,,
F0051,Dresses Item 51,Fashion,Dresses,Adidas,353.17046554461905,XL,Yellow,Cotton,Men,,,,,,,,,,,,,,,,,
E0074,Apple Smartphone,Electronics,,Apple,1604.5935152118855,,,,,2020.0,5.5,512.0,Intel i7,Android,64.0,2865.0,,,,,,,,,,
M0079,Medicine 79,Medicines,,,79.22261150354076,,,,,,,,,,,,Syrup,753 mg,Heart Health,True,Nausea,2026-09-09,,,,
F0110,Shirts Item 110,Fashion,Shirts,Adidas,357.77117155249994,M,Purple,Denim,Unisex,,,,,,,,,,,,,,,,,
M0111,Medicine 111,Medicines,,,48.15036987769851,,,,,,,,,,,,Tablet,971 mg,Allergy,False,Drowsiness,2025-06-29,,,,
G0032,Meat Item 32,Groceries,Meat,,10.420638004936505,,,,,,,,,,,,,,,,,,ml,250.0,False,359.0
E0004,Samsung Gaming Console,Electronics,,Samsung,874.778265371709,,,,,2023.0,,,,,,,,,,,,,,,,
E0065,Samsung TV,Electronics,,Samsung,1879.7766561216313,,,,,2023.0,15.6,,,,,,,,,,,,,,,
F0117,Dresses Item 117,Fashion,Dresses,Levi's,373.89163494402834,XL,Purple,Polyester,Women,,,,,,,,,,,,,,,,,
G0082,Bakery Item 82,Groceries,Bakery,,30.681932795525785,,,,,,,,,,,,,,,,,,g,6.0,True,93.0
G0042,Dairy Item 42,Groceries,Dairy,,40.20674155485172,,,,,,,,,,,,,,,,,,l,1.0,True,168.0
E0091,Dell Laptop,Electronics,,Dell,651.0836535381745,,,,,2019.0,27.0,256.0,Exynos 2100,macOS,,4880.0,,,,,,,,,,
M0098,Medicine 98,Medicines,,,69.34356520188764,,,,,,,,,,,,Syrup,63 mg,Heart Health,True,Nausea,2027-06-25,,,,
F0105,Dresses Item 105,Fashion,Dresses,Nike,186.39628520173835,L,Red,Polyester,Men,,,,,,,,,,,,,,,,,
G0030,Dairy Item 30,Groceries,Dairy,,12.285642009461002,,,,,,,,,,,,,,,,,,ml,500.0,False,88.0
F0064,Accessories Item 64,Fashion,Accessories,Under Armour,488.4799339624647,XS,Green,Denim,Women,,,,,,,,,,,,,,,,,
F0100,Shoes Item 100,Fashion,Shoes,Adidas,441.812834024126,L,Yellow,Polyester,Women,,,,,,,,,,,,,,,,,
F0088,Dresses Item 88,Fashion,Dresses,H&M,95.50425833499804,S,Blue,Denim,Unisex,,,,,,,,,,,,,,,,,
G0081,Snacks Item 81,Groceries,Snacks,,13.458698888457596,,,,,,,,,,,,,,,,,,pack,250.0,True,341.0
E0024,Canon Smartphone,Electronics,,Canon,1121.410788815875,,,,,2020.0,15.6,64.0,Intel i7,Windows,108.0,4333.0,,,,,,,,,,
E0002,LG TV,Electronics,,LG,1874.3452914078728,,,,,2020.0,10.9,,,,,,,,,,,,,,,
G0092,Meat Item 92,Groceries,Meat,,4.4687803645475475,,,,,,,,,,,,,,,,,,g,6.0,True,2.0
F0020,Pants Item 20,Fashion,Pants,Levi's,10.366377101560222,S,Green,Cotton,Women,,,,,,,,,,,,,,,,,
F0069,Shoes Item 69,Fashion,Shoes,Adidas,314.07285504149473,L,Black,Polyester,Women,,,,,,,,,,,,,,,,,
E0060,Bose Laptop,Electronics,,Bose,1020.9100821789842,,,,,2018.0,10.9,256.0,Intel i7,macOS,,4506.0,,,,,,,,,,
M0010,Medicine 10,Medicines,,,51.778167124411894,,,,,,,,,,,,Capsule,683 mg,Diabetes,False,Headache,2025-12-13,,,,
E0031,Apple Laptop,Electronics,,Apple,1689.1997536727151,,,,,2020.0,5.5,64.0,Intel i5,Windows,,4740.0,,,,,,,,,,
M0029,Medicine 29,Medicines,,,80.09879271569653,,,,,,,,,,,,Cream,384 mg,Heart Health,False,Headache,2026-08-01,,,,
E0010,Dell Camera,Electronics,,Dell,1653.4844187785238,,,,,2022.0,,,,,16.0,,,,,,,,,,,
E0124,Bose Smartphone,Electronics,,Bose,1793.1661744076678,,,,,2019.0,55.0,256.0,Intel i7,macOS,24.0,4439.0,,,,,,,,,,
E0103,Dell TV,Electronics,,Dell,1956.2345376405829,,,,,2019.0,27.0,,,,,,,,,,,,,,,
G0083,Fruits Item 83,Groceries,Fruits,,37.90282351180403,,,,,,,,,,,,,,,,,,g,250.0,False,292.0
E0043,Sony Gaming Console,Electronics,,Sony,1321.3106339619874,,,,,2018.0,,,,,,,,,,,,,,,,
F0024,Shoes Item 24,Fashion,Shoes,Adidas,428.0328042360159,S,Green,Polyester,Women,,,,,,,,,,,,,,,,,
E0046,Apple Headphones,Electronics,,Apple,1721.9436429881127,,,,,2018.0,,,,,,,,,,,,,,,,
E0113,Apple Tablet,Electronics,,Apple,636.3962850003684,,,,,2021.0,27.0,128.0,A14,macOS,108.0,2990.0,,,,,,,,,,
F0010,Pants Item 10,Fashion,Pants,Adidas,85.66372119421436,L,Black,Denim,Women,,,,,,,,,,,,,,,,,
M0080,Medicine 80,Medicines,,,95.98783252674114,,,,,,,,,,,,Tablet,538 mg,Fever,True,Drowsiness,2026-04-21,,,,
M0102,Medicine 102,Medicines,,,73.5066618309028,,,,,,,,,,,,Injection,793 mg,Heart Health,True,Headache,2025-01-12,,,,
G0096,Beverages Item 96,Groceries,Beverages,,3.3558694558360607,,,,,,,,,,,,,,,,,,ml,100.0,True,24.0
M0013,Medicine 13,Medicines,,,98.4217859437544,,,,,,,,,,,,Tablet,792 mg,Cold & Flu,True,Drowsiness,2026-02-02,,,,
M0122,Medicine 122,Medicines,,,50.788687748508565,,,,,,,,,,,,Injection,640 mg,Allergy,True,Drowsiness,2027-07-29,,,,
M0022,Medicine 22,Medicines,,,76.27582379981831,,,,,,,,,,,,Injection,449 mg,Digestive Health,True,Nausea,2026-02-21,,,,
E0110,LG Laptop,Electronics,,LG,669.8658551988259,,,,,2019.0,5.5,128.0,A14,macOS,,2250.0,,,,,,,,,,
M0048,Medicine 48,Medicines,,,69.31859241379097,,,,,,,,,,,,Injection,862 mg,Fever,False,Headache,2025-12-02,,,,
G0124,Vegetables Item 124,Groceries,Vegetables,,40.46930625557997,,,,,,,,,,,,,,,,,,kg,100.0,False,353.0
E0047,Dell Camera,Electronics,,Dell,834.933759898572,,,,,2022.0,,,,,108.0,,,,,,,,,,,
M0041,Medicine 41,Medicines,,,46.612070653281286,,,,,,,,,,,,Capsule,617 mg,Fever,False,Nausea,2027-03-01,,,,
M0005,Medicine 5,Medicines,,,73.51632441239707,,,,,,,,,,,,Tablet,934 mg,Allergy,False,None,2025-03-20,,,,
M0078,Medicine 78,Medicines,,,53.213363974586485,,,,,,,,,,,,Injection,326 mg,Heart Health,False,Drowsiness,2025-04-06,,,,
G0078,Bakery Item 78,Groceries,Bakery,,23.002850258128124,,,,,,,,,,,,,,,,,,pack,500.0,True,149.0
F0033,Pants Item 33,Fashion,Pants,Adidas,190.6753261807145,XL,Red,Cotton,Men,,,,,,,,,,,,,,,,,
F0093,Dresses Item 93,Fashion,Dresses,Under Armour,495.46691660267726,S,Green,Leather,Men,,,,,,,,,,,,,,,,,
M0066,Medicine 66,Medicines,,,52.79768770109038,,,,,,,,,,,,Cream,900 mg,Allergy,True,Nausea,2025-02-25,,,,
E0006,Samsung Smartphone,Electronics,,Samsung,1573.4600637660988,,,,,2022.0,10.9,64.0,Snapdragon 888,iOS,16.0,3469.0,,,,,,,,,,
F0046,Shoes Item 46,Fashion,Shoes,H&M,409.3575051713126,L,Black,Silk,Men,,,,,,,,,,,,,,,,,
M0107,Medicine 107,Medicines,,,84.40939877199303,,,,,,,,,,,,Syrup,887 mg,Allergy,False,Drowsiness,2025-10-07,,,,
E0048,Apple Smartphone,Electronics,,Apple,540.0381470514079,,,,,2018.0,6.1,64.0,Intel i7,Android,12.0,4883.0,,,,,,,,,,
E0023,Sony Tablet,Electronics,,Sony,331.5710533846289,,,,,2023.0,10.9,256.0,Exynos 2100,macOS,12.0,2240.0,,,,,,,,,,
M0113,Medicine 113,Medicines,,,93.60156955153546,,,,,,,,,,,,Capsule,89 mg,Cold & Flu,False,Headache,2027-09-16,,,,
G0125,Bakery Item 125,Groceries,Bakery,,45.87490306134645,,,,,,,,,,,,,,,,,,ml,24.0,False,236.0
M0065,Medicine 65,Medicines,,,6.427141488153798,,,,,,,,,,,,Capsule,639 mg,Fever,False,Drowsiness,2026-12-21,,,,
M0075,Medicine 75,Medicines,,,13.455924815120838,,,,,,,,,,,,Capsule,53 mg,Allergy,False,None,2025-04-08,,,,
M0014,Medicine 14,Medicines,,,78.28996776166261,,,,,,,,,,,,Injection,441 mg,Digestive Health,True,Nausea,2025-06-29,,,,
G0074,Vegetables Item 74,Groceries,Vegetables,,20.500056972657102,,,,,,,,,,,,,,,,,,ml,100.0,True,326.0
M0051,Medicine 51,Medicines,,,56.78292422168956,,,,,,,,,,,,Injection,356 mg,Allergy,False,Nausea,2027-05-06,,,,
F0011,Accessories Item 11,Fashion,Accessories,Zara,230.3417188200228,M,Purple,Silk,Women,,,,,,,,,,,,,,,,,
F0036,Shoes Item 36,Fashion,Shoes,Adidas,108.446556445906,XXL,Purple,Silk,Men,,,,,,,,,,,,,,,,,
F0125,Shirts Item 125,Fashion,Shirts,Levi's,299.49422142377875,XXL,Purple,Leather,Women,,,,,,,,,,,,,,,,,
G0044,Meat Item 44,Groceries,Meat,,37.58355702756599,,,,,,,,,,,,,,,,,,ml,100.0,True,262.0
G0052,Beverages Item 52,Groceries,Beverages,,28.8959442361979,,,,,,,,,,,,,,,,,,pack,6.0,False,162.0
F0084,Accessories Item 84,Fashion,Accessories,Gucci,206.47546007729235,M,Black,Silk,Men,,,,,,,,,,,,,,,,,
E0102,Dell Smartphone,Electronics,,Dell,673.437802359118,,,,,2018.0,43.0,512.0,Snapdragon 888,Android,48.0,2283.0,,,,,,,,,,
G0013,Snacks Item 13,Groceries,Snacks,,48.076568835796415,,,,,,,,,,,,,,,,,,g,24.0,True,17.0
M0118,Medicine 118,Medicines,,,54.56560645013688,,,,,,,,,,,,Syrup,328 mg,Allergy,True,Headache,2025-11-20,,,,
F0089,Shoes Item 89,Fashion,Shoes,Zara,215.54592769401168,XL,Purple,Polyester,Women,,,,,,,,,,,,,,,,,
E0114,Canon Gaming Console,Electronics,,Canon,690.3591237917501,,,,,2020.0,,,,,,,,,,,,,,,,
E0038,Samsung Camera,Electronics,,Samsung,1550.6801029696032,,,,,2018.0,,,,,108.0,,,,,,,,,,,
E0008,Bose Headphones,Electronics,,Bose,1771.8377907813276,,,,,2022.0,,,,,,,,,,,,,,,,
M0043,Medicine 43,Medicines,,,76.89497617572772,,,,,,,,,,,,Cream,895 mg,Allergy,False,Nausea,2027-03-27,,,,
F0057,Accessories Item 57,Fashion,Accessories,Gucci,229.20176901275656,XS,Purple,Leather,Women,,,,,,,,,,,,,,,,,
G0040,Fruits Item 40,Groceries,Fruits,,11.463599870026728,,,,,,,,,,,,,,,,,,ml,100.0,False,219.0
F0047,Pants Item 47,Fashion,Pants,Under Armour,481.9161241399232,XXL,Purple,Denim,Men,,,,,,,,,,,,,,,,,
F0124,Pants Item 124,Fashion,Pants,Levi's,297.506578293998,XS,Yellow,Silk,Women,,,,,,,,,,,,,,,,,
G0115,Dairy Item 115,Groceries,Dairy,,39.254265904409806,,,,,,,,,,,,,,,,,,kg,100.0,False,144.0
G0064,Snacks Item 64,Groceries,Snacks,,45.07121358619894,,,,,,,,,,,,,,,,,,g,12.0,False,226.0
F0007,Shirts Item 7,Fashion,Shirts,Adidas,322.2780567036317,XXL,Yellow,Leather,Men,,,,,,,,,,,,,,,,,
G0057,Bakery Item 57,Groceries,Bakery,,41.88191499172053,,,,,,,,,,,,,,,,,,kg,100.0,True,52.0
G0021,Bakery Item 21,Groceries,Bakery,,39.90670806303218,,,,,,,,,,,,,,,,,,ml,250.0,True,211.0
F0119,Dresses Item 119,Fashion,Dresses,Under Armour,460.1861793540832,XL,Red,Leather,Women,,,,,,,,,,,,,,,,,
E0027,Apple Gaming Console,Electronics,,Apple,697.7949269768777,,,,,2018.0,,,,,,,,,,,,,,,,
E0099,LG Gaming Console,Electronics,,LG,1537.2570671789324,,,,,2018.0,,,,,,,,,,,,,,,,
G0075,Fruits Item 75,Groceries,Fruits,,24.415500390743656,,,,,,,,,,,,,,,,,,l,250.0,False,189.0
F0032,Pants Item 32,Fashion,Pants,Levi's,373.5910014210825,XS,White,Leather,Women,,,,,,,,,,,,,,,,,
M0028,Medicine 28,Medicines,,,52.672935676348544,,,,,,,,,,,,Injection,662 mg,Heart Health,True,Nausea,2026-11-12,,,,
E0089,Dell Headphones,Electronics,,Dell,289.03987085863287,,,,,2021.0,,,,,,,,,,,,,,,,
F0008,Dresses Item 8,Fashion,Dresses,Adidas,321.11556775769446,XL,Yellow,Leather,Women,,,,,,,,,,,,,,,,,
E0111,Canon TV,Electronics,,Canon,1208.2837715499886,,,,,2019.0,15.6,,,,,,,,,,,,,,,
F0073,Shoes Item 73,Fashion,Shoes,Zara,25.910678128956658,XL,Blue,Leather,Unisex,,,,,,,,,,,,,,,,,
F0080,Dresses Item 80,Fashion,Dresses,Adidas,55.33314437971628,XXL,Blue,Leather,Women,,,,,,,,,,,,,,,,,
G0071,Dairy Item 71,Groceries,Dairy,,2.9574506910186225,,,,,,,,,,,,,,,,,,ml,12.0,False,210.0
F0099,Pants Item 99,Fashion,Pants,Nike,79.96496196726349,M,Blue,Silk,Women,,,,,,,,,,,,,,,,,
M0083,Medicine 83,Medicines,,,22.160486304424953,,,,,,,,,,,,Capsule,950 mg,Fever,False,Drowsiness,2025-10-08,,,,
E0061,Apple Laptop,Electronics,,Apple,1806.1149107515364,,,,,2021.0,5.5,1024.0,Exynos 2100,macOS,,4941.0,,,,,,,,,,
E0044,Apple Gaming Console,Electronics,,Apple,467.0040159760222,,,,,2020.0,,,,,,,,,,,,,,,,
E0068,Sony Gaming Console,Electronics,,Sony,746.008333513795,,,,,2020.0,,,,,,,,,,,,,,,,
F0023,Accessories Item 23,Fashion,Accessories,Gucci,228.96835564821507,XL,Purple,Leather,Men,,,,,,,,,,,,,,,,,
F0106,Shirts Item 106,Fashion,Shirts,Nike,210.26278551275763,L,Blue,Cotton,Men,,,,,,,,,,,,,,,,,
E0082,Sony Smartphone,Electronics,,Sony,1507.2608040265893,,,,,2020.0,55.0,1024.0,Exynos 2100,iOS,12.0,3405.0,,,,,,,,,,
M0101,Medicine 101,Medicines,,,56.92841926804875,,,,,,,,,,,,Tablet,587 mg,Digestive Health,True,Nausea,2026-09-05,,,,
G0113,Vegetables Item 113,Groceries,Vegetables,,1.3351966592698141,,,,,,,,,,,,,,,,,,ml,250.0,True,353.0
G0031,Fruits Item 31,Groceries,Fruits,,37.617580320432985,,,,,,,,,,,,,,,,,,kg,500.0,False,106.0
G0048,Dairy Item 48,Groceries,Dairy,,22.8699916393415,,,,,,,,,,,,,,,,,,ml,1000.0,True,84.0
M0052,Medicine 52,Medicines,,,46.67343834299967,,,,,,,,,,,,Tablet,146 mg,Allergy,False,Headache,2026-08-20,,,,
F0030,Shoes Item 30,Fashion,Shoes,Under Armour,124.81928216875814,M,Blue,Cotton,Unisex,,,,,,,,,,,,,,,,,
G0086,Fruits Item 86,Groceries,Fruits,,14.918861062981021,,,,,,,,,,,,,,,,,,kg,12.0,False,90.0
E0122,Bose TV,Electronics,,Bose,118.13237082773063,,,,,2022.0,10.9,,,,,,,,,,,,,,,
G0094,Fruits Item 94,Groceries,Fruits,,16.393941128011633,,,,,,,,,,,,,,,,,,kg,1.0,True,116.0
G0024,Bakery Item 24,Groceries,Bakery,,42.395081478219154,,,,,,,,,,,,,,,,,,g,1000.0,True,220.0
F0025,Dresses Item 25,Fashion,Dresses,Levi's,197.2064024304179,S,Green,Cotton,Unisex,,,,,,,,,,,,,,,,,
E0051,LG Laptop,Electronics,,LG,1841.329387119477,,,,,2019.0,5.5,64.0,Exynos 2100,iOS,,2156.0,,,,,,,,,,
E0076,Samsung Laptop,Electronics,,Samsung,449.1908637050122,,,,,2022.0,6.7,256.0,A14,Windows,,4699.0,,,,,,,,,,
M0123,Medicine 123,Medicines,,,67.15184790998806,,,,,,,,,,,,Capsule,743 mg,Pain Relief,False,Drowsiness,2027-07-14,,,,
E0013,Microsoft TV,Electronics,,Microsoft,1184.4468138222394,,,,,2018.0,13.3,,,,,,,,,,,,,,,
F0003,Accessories Item 3,Fashion,Accessories,Levi's,55.33899163969238,S,Yellow,Leather,Women,,,,,,,,,,,,,,,,,
F0094,Shirts Item 94,Fashion,Shirts,Adidas,422.8437324053321,S,Black,Leather,Unisex,,,,,,,,,,,,,,,,,
M0071,Medicine 71,Medicines,,,58.65993648815552,,,,,,,,,,,,Cream,946 mg,Digestive Health,False,Drowsiness,2027-09-22,,,,
F0098,Shoes Item 98,Fashion,Shoes,Nike,227.77606925903436,XL,Red,Cotton,Women,,,,,,,,,,,,,,,,,
M0047,Medicine 47,Medicines,,,69.7638607891725,,,,,,,,,,,,Injection,387 mg,Allergy,False,Headache,2027-05-11,,,,
G0073,Vegetables Item 73,Groceries,Vegetables,,23.982222046176293,,,,,,,,,,,,,,,,,,g,100.0,True,10.0
G0062,Dairy Item 62,Groceries,Dairy,,32.82824433109113,,,,,,,,,,,,,,,,,,pack,100.0,True,301.0
G0059,Beverages Item 59,Groceries,Beverages,,43.443001734582445,,,,,,,,,,,,,,,,,,pack,12.0,True,320.0
F0059,Shirts Item 59,Fashion,Shirts,Levi's,234.30466022502574,L,Red,Polyester,Men,,,,,,,,,,,,,,,,,
E0123,Samsung TV,Electronics,,Samsung,1659.0348307173756,,,,,2019.0,55.0,,,,,,,,,,,,,,,
M0040,Medicine 40,Medicines,,,90.1443880648,,,,,,,,,,,,Injection,815 mg,Pain Relief,False,Nausea,2027-05-12,,,,
E0125,Apple Smartphone,Electronics,,Apple,635.4675062613968,,,,,2022.0,13.3,64.0,A14,iOS,64.0,4744.0,,,,,,,,,,
M0110,Medicine 110,Medicines,,,12.248733146537557,,,,,,,,,,,,Cream,300 mg,Heart Health,False,Nausea,2025-04-09,,,,
G0085,Meat Item 85,Groceries,Meat,,6.365057655168646,,,,,,,,,,,,,,,,,,ml,500.0,False,225.0
E0026,Microsoft TV,Electronics,,Microsoft,1120.3784980097512,,,,,2018.0,6.1,,,,,,,,,,,,,,,
F0104,Accessories Item 104,Fashion,Accessories,Gucci,292.82147134942136,XL,White,Polyester,Women,,,,,,,,,,,,,,,,,
F0107,Shirts Item 107,Fashion,Shirts,Nike,361.41890905291126,XXL,Black,Silk,Women,,,,,,,,,,,,,,,,,
E0073,Samsung Gaming Console,Electronics,,Samsung,200.37070409297178,,,,,2019.0,,,,,,,,,,,,,,,,
G0119,Vegetables Item 119,Groceries,Vegetables,,14.300112349526609,,,,,,,,,,,,,,,,,,kg,100.0,True,114.0
M0015,Medicine 15,Medicines,,,85.32352702985324,,,,,,,,,,,,Tablet,455 mg,Cold & Flu,True,Headache,2027-05-10,,,,
M0061,Medicine 61,Medicines,,,47.71041852742492,,,,,,,,,,,,Injection,617 mg,Heart Health,True,None,2027-09-11,,,,
